"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT08","WT09"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-06-16","3.4"," 1410","2.3",,,,"19.4","13.3","   10","   20","8.9","9.8",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-06-17","3.0"," 0901","0.0",,,,"20.0","13.3","   10","   20","5.8","7.6",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-06-18","2.0"," 1706","0.0",,,,"26.1","14.4","   90","   80","4.5","7.2",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-06-19","3.7"," 1141","7.6",,,,"23.9","13.3","   10","   80","7.6","10.7",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-06-20","4.6"," 0801","5.3",,,,"21.1","12.8","  360","  350","8.1","11.2",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-06-21","3.0"," 1705","0.0",,,,"22.2","11.7","   40","   60","7.6","10.3",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-06-22","4.5"," 1612","0.0",,,,"27.2","16.1","  110","  110","9.8","15.2",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-06-23","4.4"," 1633","6.4",,,,"27.8","18.9","  130","  120","9.4","13.0",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-06-24","5.4"," 1753","1.3",,,,"26.1","19.4","  270","  230","10.7","15.7",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-06-25","5.5"," 1535","0.0",,,,"30.6","17.2","  220","  220","13.0","17.9",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-06-26","3.2"," 1927","4.1",,,,"32.2","21.1","  200","  330","6.3","10.7",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-06-27","3.6"," 1814","0.0",,,,"32.2","20.6","  360","  350","9.8","16.5",,,"    1",,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-06-28","3.8"," 1729","11.4",,,,"32.8","22.2","  230","  230","9.8","13.9","    1",,"    1",,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-06-29","2.8"," 1529","0.0",,,,"30.6","22.2","   70","  100","6.3","8.5",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-06-30","3.0"," 1325","6.6",,,,"31.7","22.2","  360","  360","14.8","21.9",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-07-01","3.4"," 0856","0.0",,,,"32.8","21.1","  330","  330","7.6","8.9",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-07-02","4.7"," 1904","32.0",,,,"33.3","21.7","  320","  330","11.2","14.8","    1",,"    1",,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-07-03","3.1"," 0050","2.3",,,,"30.0","21.7","   60","  260","6.7","9.8","    1",,"    1",,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-07-04","3.2"," 1406","0.0",,,,"32.8","21.1","  250","  230","6.7","10.3","    1",,,,"    1",
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-07-05","3.0"," 1257","0.0",,,,"33.3","24.4","  260","  230","6.7","9.4",,,"    1",,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-07-06","4.9"," 1834","0.0",,,,"30.0","21.1","   10","  350","10.7","14.3","    1",,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-07-07","5.7"," 1606","0.0",,,,"26.1","19.4","   30","   30","8.1","11.2",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-07-08","3.3"," 1736","0.0",,,,"28.3","18.3","   90","   80","6.7","9.4",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-07-09","3.1"," 1349","0.0",,,,"31.7","19.4","  100","  170","6.3","10.3",,,,,"    1",
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-07-10","4.7"," 1623","0.0",,,,"35.6","24.4","  270","  280","9.8","13.0",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-07-11","3.7"," 1057","0.0",,,,"27.8","20.0","   50","   50","7.2","10.3",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-07-12","2.5"," 1654","0.0",,,,"30.6","16.7","  250","  230","6.7","8.9",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-07-13","4.7"," 1047","3.6",,,,"34.4","22.8","  250","  250","8.1","10.7",,,"    1",,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-07-14","3.3"," 1409","0.0",,,,"32.2","22.8","   80","   80","8.1","10.7",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-07-15","5.8"," 1622","0.0",,,,"33.3","23.9","  220","  230","11.6","16.1",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-07-16","2.6"," 1614","3.8",,,,"28.9","22.2","  180","  140","7.6","12.5","    1",,"    1",,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-07-17","2.5"," 1704","7.1",,,,"32.8","23.3","  280","  280","8.1","11.2","    1",,"    1",,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-07-18","4.9"," 1330","36.3",,,,"31.1","21.7","  210","  170","10.7","15.7","    1",,"    1",,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-07-19","5.9"," 1836","0.0",,,,"35.0","27.2","  220","  230","8.9","13.4",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-07-20","5.5"," 1624","0.3",,,,"36.1","24.4","   20","   20","13.0","17.0",,,"    1",,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-07-21","5.0"," 1552","8.1",,,,"26.7","21.7","   30","   20","8.1","11.2","    1",,"    1",,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-07-22","6.0"," 1228","0.0",,,,"24.4","17.2","   20","  350","11.2","17.9",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-07-23","3.6"," 1440","0.0",,,,"27.2","16.7","   60","   50","8.9","10.7",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-07-24","2.5"," 1525","0.0",,,,"26.7","16.7","   50","   20","6.3","10.3",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-07-25","2.6"," 1904","0.0",,,,"30.0","17.2","  210","  180","5.8","8.5",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-07-26","4.5"," 1527","0.0",,,,"30.0","20.0","  200","  180","7.6","12.5",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-07-27","6.1"," 1246","0.0",,,,"31.7","22.2","  220","  210","10.7","14.3",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-07-28","5.3"," 1513","0.0",,,,"32.2","22.8","  210","  200","9.4","13.4",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-07-29","4.3"," 1517","17.3",,,,"27.8","21.1","  280","  290","9.8","13.9",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-07-30","3.8"," 1124","0.0",,,,"26.1","19.4","   50","   50","7.2","9.4",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-07-31","4.1"," 1343","0.0",,,,"24.4","17.2","   60","   40","8.1","12.1",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-08-01","2.9"," 1306","0.0",,,,"26.7","15.6","   60","   90","6.3","8.5",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-08-02","2.6"," 1323","0.0",,,,"27.8","17.2","   90","   90","6.3","9.4",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-08-03","2.0"," 1739","0.0",,,,"31.7","17.8","  100","   90","4.5","7.2",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-08-04","2.6"," 1315","0.0",,,,"30.0","22.8","   80","   90","6.3","8.5",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-08-05","3.4"," 1526","0.0",,,,"32.8","21.7","  250","  250","8.1","11.2",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-08-06","3.2"," 0004","6.9",,,,"29.4","21.1","   20","   30","8.1","10.3",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-08-07","3.7"," 1445","0.0",,,,"31.1","20.0","  260","  240","8.1","10.7",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-08-08","5.0"," 1358","0.0",,,,"31.1","21.7","  300","  310","10.7","15.2",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-08-09","2.4"," 1403","0.0",,,,"28.3","17.2","   60","   90","6.3","9.8",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-08-10","3.0"," 1806","0.0",,,,"30.0","19.4","   80","   80","6.7","8.9",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-08-11","3.6"," 1313","0.0",,,,"28.9","20.6","  190","  170","7.2","11.2",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-08-12","2.0"," 1203","12.4",,,,"28.3","22.2","  360","   80","8.1","10.7",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-08-13","3.0"," 1737","7.1",,,,"29.4","21.1","   70","   70","7.2","8.5",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-08-14","3.1"," 1602","11.4",,,,"28.9","18.9","  360","   30","9.8","12.1",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-08-15","3.6"," 1202","0.0",,,,"25.6","18.3","   30","   40","6.7","8.9",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-08-16","4.2"," 1711","0.0",,,,"29.4","18.3","  220","  200","8.1","13.4",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-08-17","2.6"," 1011","1.3",,,,"25.6","20.6","  200","  200","6.7","8.9","    1",,"    1",,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-08-18","3.5"," 0741","35.3",,,,"28.9","20.6","  260","  240","15.7","21.9",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-08-19","2.0"," 1340","0.0",,,,"29.4","21.7","   70","  100","5.8","8.1",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-08-20","2.1"," 1303","4.3",,,,"25.6","20.0","  240","  250","7.2","9.8",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-08-21","3.2"," 1518","0.0",,,,"28.9","18.3","  270","  260","8.9","12.5",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-08-22","4.7"," 1304","0.0",,,,"25.6","20.6","   40","   70","8.1","10.7",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-08-23","4.8"," 1518","0.0",,,,"23.9","18.9","   70","   60","8.9","11.6",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-08-24","4.5"," 1231","0.0",,,,"23.3","17.2","   80","   80","7.6","11.6",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-08-25","4.9"," 1322","0.0",,,,"25.6","16.7","  130","   90","8.1","13.4",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-08-26","4.9"," 1944","14.7",,,,"25.6","18.9","  240","  260","9.8","14.3",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-08-27","4.8"," 1747","0.0",,,,"27.2","18.9","  250","  270","9.4","13.0",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-08-28","5.7"," 1324","0.0",,,,"24.4","15.6","  260","  270","11.6","17.4",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-08-29","6.1"," 1403","0.0",,,,"30.0","15.6","  240","  250","11.6","18.8",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-08-30","3.0"," 1917","0.0",,,,"23.3","16.7","   30","   30","6.3","7.6",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-08-31","4.4"," 0812","2.8",,,,"24.4","17.8","   80","   90","7.6","10.3",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-09-01","2.0"," 0156","17.0",,,,"22.8","16.7","  100","  110","6.3","8.9",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-09-02","2.6"," 1735","0.0",,,,"28.3","16.7","  260","  250","5.8","7.6",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-09-03","5.6"," 0731","4.3",,,,"27.2","20.0","  180","  160","13.0","20.6",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-09-04","4.2"," 0846","0.0",,,,"21.1","16.7","   50","  360","7.2","8.9",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-09-05","2.1"," 1500","0.0",,,,"23.3","13.9","   90","  110","5.8","8.1",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-09-06","5.0"," 1342","0.0",,,,"23.9","18.3","  340","  340","10.3","12.5",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-09-07","4.0"," 1406","0.0",,,,"26.1","13.9","  270","  250","8.1","10.3",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-09-08","3.8"," 1523","1.0",,,,"19.4","16.7","   80","   80","7.2","9.8",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-09-09","3.2"," 1626","0.3",,,,"25.6","16.7","  140","  120","7.2","9.8",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-09-10","4.8"," 1419","0.0",,,,"32.8","22.8","  220","  200","9.4","14.3",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-09-11","4.3"," 2205","3.3",,,,"32.8","21.1","  360","   10","11.2","14.8",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-09-12","3.7"," 1947","6.1",,,,"27.8","20.0","  130","  130","8.1","11.6",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-09-13","5.1"," 1434","16.3",,,,"26.1","16.7","  250","  240","12.5","18.8",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-09-14","3.6"," 1321","0.0",,,,"27.2","14.4","  230","  230","7.6","11.2",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-09-15","4.3"," 0010","15.5",,,,"25.6","17.8","  210","  220","10.3","17.9",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-09-16","3.0"," 1356","0.0",,,,"24.4","19.4","   70","   50","5.8","7.6",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-09-17","3.3"," 1552","0.0",,,,"26.1","18.9","  100","   80","5.8","8.5",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-09-18","3.8"," 1732","0.0",,,,"28.3","17.8","  130","  140","7.2","9.8",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-09-19","2.7"," 0732","0.0",,,,"29.4","17.8","  100","  150","6.3","8.5",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-09-20","1.9"," 1546","0.3",,,,"30.0","20.6","  250","  270","5.8","7.6",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-09-21","5.4"," 1242","11.4",,,,"27.2","21.7","  220","  210","11.2","17.9",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-09-22","5.2"," 1800","15.2",,,,"25.6","19.4","  210","  200","10.3","15.2","    1",,"    1",,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-09-23","4.3"," 1424","0.0",,,,"23.9","16.7","  290","  300","8.9","13.0",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-09-24","5.1"," 2233","0.0",,,,"26.7","14.4","  220","  240","9.4","13.4",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-09-25","5.7"," 0532","0.0",,,,"26.7","18.3","  250","  170","8.9","14.3",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-09-26","4.2"," 1129","0.0",,,,"22.8","13.9","  320","  320","8.9","11.2",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-09-27","5.6"," 1230","39.1",,,,"21.7","15.6","  140","  150","11.2","16.5",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-09-28","5.0"," 1830","6.4",,,,"20.0","15.0","   30","   40","9.4","12.1",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-09-29","3.8"," 0946","20.3",,,,"20.6","16.7","  100","  100","8.1","10.7",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-09-30","3.6"," 1444","0.0",,,,"30.6","18.9","  210","  170","8.1","13.0",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-10-01","4.6"," 2105","0.0",,,,"31.1","22.2","  210","  210","7.6","11.6",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-10-02","3.9"," 0017","10.4",,,,"27.2","15.6","   20","   10","9.4","12.1",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-10-03","4.7"," 1209","4.6",,,,"21.1","10.6","  290","  280","9.8","13.0",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-10-04","4.9"," 2205","0.0",,,,"15.0","8.9","  120","  100","7.2","10.3",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-10-05","4.5"," 1210","7.1",,,,"18.3","9.4","  130","  160","7.6","13.9",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-10-06","4.3"," 1245","0.0",,,,"20.6","10.6","  300","  290","8.1","10.3",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-10-07","2.7"," 1248","0.0",,,,"21.7","8.9","  310","  280","7.6","10.3",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-10-08","2.3"," 1256","0.0",,,,"21.7","8.9","  110","  220","5.4","8.9",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-10-09","3.9"," 1216","0.0",,,,"22.2","11.7","  130","  130","7.2","11.2",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-10-10","3.9"," 2231","2.5",,,,"21.7","12.2","  150","  160","7.2","10.7",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-10-11","6.2"," 2139","11.7",,,,"20.0","3.9","  260","  250","10.7","15.7","    1",,,,"    1",
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-10-12","7.5"," 1431","0.0",,,,"12.8","2.8","  230","  210","12.5","17.9",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-10-13","5.5"," 0959","0.0",,,,"13.3","3.3","  260","  270","10.7","16.1",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-10-14","3.3"," 1220","0.0",,,,"12.8","3.9","  270","  260","6.7","8.9",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-10-15","5.3"," 1906","0.3",,,,"18.9","5.6","  300","  310","11.6","16.5",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-10-16","6.0"," 0938","0.0",,,,"11.7","6.1","  320","  330","11.6","15.7",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-10-17","2.3"," 0902","0.0",,,,"13.3","5.0","  330","  310","5.8","7.6",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-10-18","3.0"," 1402","0.0",,,,"15.6","3.9","  170","  160","6.7","10.3",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-10-19","3.8"," 1311","0.0",,,,"21.1","7.8","  170","  170","8.1","14.3",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-10-20","3.3"," 0359","0.0",,,,"15.6","10.0","  310","  300","6.3","8.1",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-10-21","7.3"," 1018","2.0",,,,"20.0","11.1","  160","  170","13.4","21.0",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-10-22","7.8"," 0557","1.3",,,,"11.1","7.2","  240","  230","13.0","21.0",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-10-23","4.0"," 2231","0.3",,,,"15.6","4.4","   10","   30","8.1","12.5",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-10-24","2.6"," 0044","0.0",,,,"10.6","5.6","   20","   10","6.7","8.9",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-10-25","1.8"," 1237","0.0",,,,"10.0","5.0","  320","  290","4.5","6.3",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-10-26","5.7"," 1640","57.4",,,,"10.6","3.9","   50","   50","12.5","16.1",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-10-27","4.7"," 0214","0.8",,,,"15.0","6.7","  290","  290","11.2","16.1",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-10-28","1.9"," 2019","0.0",,,,"11.1","5.0","   90","   90","5.4","7.2",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-10-29","3.8"," 0224","2.8",,,,"8.9","2.8","  330","  350","9.8","13.0",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-10-30","5.4"," 2354","22.6",,,,"5.6","0.6","  360","   10","10.3","13.9",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-10-31","7.0"," 1429","3.3",,,,"3.3","-3.2","  320","  330","11.2","15.7",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-11-01","4.7"," 1522","0.0",,,,"7.8","-3.8","  210","  210","9.8","13.4","    1",,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-11-02","5.0"," 1325","0.0",,,,"7.2","0.6","  290","  280","10.7","16.1","    1",,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-11-03","4.5"," 1427","0.0",,,,"12.2","-0.5","  220","  170","10.7","16.1",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-11-04","4.7"," 1644","0.0",,,,"12.2","3.9","  260","  270","9.4","12.1",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-11-05","4.3"," 1008","0.0",,,,"5.6","-0.5","  260","  270","10.3","13.0",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-11-06","5.6"," 1320","0.0",,,,"14.4","-0.5","  230","  170","10.3","15.2","    1",,,"    1",,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-11-07","5.7"," 0446","0.0",,,,"0.6","-6.0","  340","  340","8.9","12.1","    1",,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-11-08","3.6"," 2339","0.0",,,,"0.6","-8.2","  220","  230","6.3","8.5",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-11-09","4.8"," 1030","0.0",,,,"8.9","-2.1","  220","  190","8.9","14.3",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-11-10","4.0"," 2209","0.3",,,,"6.7","2.2","  350","  360","6.7","8.9",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-11-11","7.6"," 1214","3.6",,,,"2.8","-9.9","  340","  350","11.2","15.7","    1",,,,,"    1"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-11-12","4.8"," 0252","0.0",,,,"-7.1","-12.7","  320","  340","9.8","15.2",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-11-13","5.7"," 1331","0.0",,,,"-2.1","-10.5","  210","  170","9.8","18.3","    1",,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-11-14","3.6"," 2009","0.0",,,,"0.6","-3.8","  260","  240","7.2","9.8","    1",,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-11-15","2.3"," 0106","0.0",,,,"3.3","-5.5","  270","  260","5.8","8.1",,,,,"    1",
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-11-16","3.2"," 2103","0.0",,,,"5.6","-1.6","  130","  140","6.3","8.9","    1",,,,"    1",
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-11-17","2.9"," 0847","0.0",,,,"5.6","-1.6","  170","  140","5.8","11.2","    1",,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-11-18","3.1"," 2236","0.0",,,,"5.6","2.2","  250","  200","4.5","6.7","    1",,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-11-19","1.7"," 0940","0.8",,,,"5.0","2.2","  230","  120","3.6","5.4",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-11-20","3.0"," 2052","0.0",,,,"9.4","3.9","  170","  170","7.6","14.3",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-11-21","7.6"," 1413","12.4",,,,"13.3","4.4","  260","  270","14.3","21.0",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-11-22","3.2"," 0152","0.0",,,,"4.4","-1.6","  330","  310","8.1","10.3",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-11-23","3.1"," 2036","0.0",,,,"5.0","-2.7","  240","  230","6.3","8.9",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-11-24","4.6"," 1858","0.0",,,,"10.0","0.6","  230","  210","7.6","12.1",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-11-25","3.3"," 1216","0.0",,,,"12.8","3.3","  210","  180","6.7","9.8",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-11-26","3.2"," 2359","8.9",,,,"12.2","0.6","  170","  170","7.6","11.6",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-11-27","10.3"," 0827","3.6",,,,"13.9","1.1","  280","  250","17.4","25.0",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-11-28","3.7"," 0221","0.0",,,,"3.9","0.0","  340","  350","9.8","13.0",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-11-29","2.6"," 2333","0.3",,,,"4.4","1.7","  130","  130","7.6","9.8",,,,,,
